UMAP_dim	cluster_num	rep1	rep2	ARI	NMI
2	5	20	25	0.8993584535888631	0.8147073346859841
2	5	20	26	0.5750286147147032	0.6315446005962726
2	5	20	27	0.73667124907167	0.7229102519753694
2	5	20	28	0.7451153379963938	0.7216815011919383
2	5	20	29	0.9622116698947268	0.9282979472894952
2	5	20	30	0.5983899110796034	0.6342944425931907
2	5	20	31	0.9477034122504919	0.8792674176356896
2	5	20	32	0.7291844822742637	0.725265142782448
2	5	20	33	0.8851663472437339	0.8061999116436126
2	5	20	34	0.7718823202208506	0.7285793114218994
2	5	20	35	0.7372413490489678	0.7233494651868893
2	5	20	36	0.9064212466037032	0.8302497556438458
2	5	20	37	0.633732138151394	0.6482804482663489
2	5	20	38	0.7281832778384878	0.724332576495916
2	5	20	39	0.879206124464648	0.7938752234433589
2	5	20	40	0.8286526776287928	0.7658784397789651
2	5	20	41	0.7720048837109439	0.7489993045432234
2	5	20	42	0.8225893588956968	0.7547954340118289
2	5	20	43	0.8687677014278827	0.7652515957025243
2	5	20	44	0.7623968526562821	0.7139003815919805
2	5	20	45	0.7333515510117901	0.7160452748046757
2	5	20	46	0.9171489951315657	0.8464804240818603
2	5	20	47	0.9545538646644965	0.9107209645516474
2	5	20	48	0.8676659013216901	0.8012220837609829
2	5	20	49	0.6941897039383087	0.6590872255841733
2	5	20	50	0.7650753588550653	0.7144907726067588
2	5	21	22	0.7731365970933058	0.7133731270307497
2	5	21	23	0.7834056528216158	0.7164268928972352
2	5	21	24	0.8613716843395599	0.8234884014784933
2	5	21	25	0.7767381867743808	0.7411721341070612
2	5	21	26	0.5459920125556615	0.6141946212033774
2	5	21	27	0.7810200328476075	0.7516367278832745
2	5	21	28	0.8149921656667443	0.7680048331969389
2	5	21	29	0.778656509736354	0.7323019580009297
2	5	21	30	0.5757075724092904	0.6092698457881347
2	5	21	31	0.7862151409643697	0.7385666126251856
2	5	21	32	0.7653662997749083	0.7313780093854988
2	5	21	33	0.7439893854636527	0.687417214596938
2	5	21	34	0.8427008610789871	0.7956896918843859
2	5	21	35	0.8442367105270014	0.8145516818316856
2	5	21	36	0.7873510856542821	0.7507528144883753
2	5	21	37	0.6762320411115771	0.6847705535033936
2	5	21	38	0.7741157723904439	0.7434070197606039
2	5	21	39	0.7738760897119049	0.7305605390479966
2	5	21	40	0.8275608705243954	0.7486984894864155
2	5	21	41	0.8692107221838276	0.8303841537947262
2	5	21	42	0.8245779223832235	0.7857003833680474
2	5	21	43	0.7250869561137089	0.6478490094305617
2	5	21	44	0.8170567807651874	0.7511579799343503
2	5	21	45	0.7769871527907214	0.728968394226417
2	5	21	46	0.7762916037090438	0.7403087816432509
2	5	21	47	0.7887202358289915	0.7532858297497397
2	5	21	48	0.7731875470658245	0.7195408377061187
2	5	21	49	0.7269445256689843	0.6811913363779857
2	5	21	50	0.81117195781222	0.7452668214138716
2	5	22	23	0.8250748464682833	0.7775095242462745
2	5	22	24	0.814389867484191	0.778623002038281
2	5	22	25	0.7756683138597289	0.7676501440754625
2	5	22	26	0.5809196744783801	0.6607565974311417
2	5	22	27	0.7840766498973399	0.7375179531459954
2	5	22	28	0.7977077372539613	0.7352824692358597
2	5	22	29	0.714265521011401	0.6689254142525269
2	5	22	30	0.6390349815499768	0.6907841265056367
2	5	22	31	0.7203099961789378	0.6772446166632539
2	5	22	32	0.7777747046412717	0.7343243485290726
2	5	22	33	0.7073640515454637	0.6571869809745635
2	5	22	34	0.8229696978560832	0.7745989709317005
2	5	22	35	0.8101557458148163	0.7829368390744263
2	5	22	36	0.7493056265595746	0.7024868038633628
2	5	22	37	0.722347256561907	0.7325784912369179
2	5	22	38	0.782077093995231	0.7425333474519868
2	5	22	39	0.7923446393492078	0.7920142640190775
2	5	22	40	0.7875581893092193	0.7569285064221186
2	5	22	41	0.7770183672906205	0.7148508650903947
2	5	22	42	0.7902384795985128	0.7538008615204621
2	5	22	43	0.7617647879286044	0.7464901420470288
2	5	22	44	0.7995275483940301	0.7407567464831155
2	5	22	45	0.7860498970817964	0.7303970952588197
2	5	22	46	0.726903795826029	0.6908414867361615
2	5	22	47	0.7281567100878004	0.6994769231303551
2	5	22	48	0.7393552264439768	0.6994349697138725
2	5	22	49	0.9144902853166259	0.8902906076718946
2	5	22	50	0.8194626297054262	0.7799403729941977
2	5	23	24	0.8181917213331786	0.7908537313809217
2	5	23	25	0.732334781148571	0.680366476627225
2	5	23	26	0.7092547953330918	0.7679297760689654
2	5	23	27	0.8887513476859192	0.8490423164146363
2	5	23	28	0.8772026013079016	0.8354132447177605
2	5	23	29	0.7245473585299306	0.6774802521812875
2	5	23	30	0.6369427187147854	0.6663993913039413
2	5	23	31	0.7181224244484296	0.6609083086010765
2	5	23	32	0.8176883391414275	0.7729608283534386
2	5	23	33	0.7848046032955742	0.7529632546848561
2	5	23	34	0.884884278890519	0.8521773399108883
2	5	23	35	0.809515952912724	0.7822887193131581
2	5	23	36	0.7318141914247142	0.6772474885991355
2	5	23	37	0.8430655918891149	0.8318664524067024
2	5	23	38	0.8237737657908504	0.7816762528609872
2	5	23	39	0.7496155652207428	0.7001656194726525
2	5	23	40	0.7916756124740082	0.7638779735225947
2	5	23	41	0.8389183148324186	0.7653022381216743
2	5	23	42	0.7644399489104137	0.7054683841784215
2	5	23	43	0.7566923116995663	0.7297678067489003
2	5	23	44	0.8404050159447968	0.7872779195885357
2	5	23	45	0.8419360688524826	0.8035117219458034
2	5	23	46	0.7232756219971196	0.6953689948811219
2	5	23	47	0.7228407073148718	0.6855554774805983
2	5	23	48	0.8172031295461868	0.7579071886632217
2	5	23	49	0.7838074529809805	0.7438524990093972
2	5	23	50	0.9219997142924838	0.8676823207611145
2	5	24	25	0.7461891585351147	0.7405738815187867
2	5	24	26	0.5935397305360486	0.6640607042819016
2	5	24	27	0.8559946403017975	0.8342602847888476
2	5	24	28	0.9122775438060933	0.8954252874931838
2	5	24	29	0.7587263278987335	0.7473569351102578
2	5	24	30	0.6265923794050519	0.6506828832199049
2	5	24	31	0.773559419049474	0.7535526612824675
2	5	24	32	0.863342263315367	0.827729980852746
2	5	24	33	0.7135201812924171	0.7007889696604552
2	5	24	34	0.9015517321269907	0.8774728901136458
2	5	24	35	0.9567628702079435	0.9316069106581779
2	5	24	36	0.7655913363254216	0.7611767793409375
2	5	24	37	0.7556466530279812	0.7684281949740761
2	5	24	38	0.850804725461784	0.8229965468330681
2	5	24	39	0.7411090330275439	0.7277087026510864
2	5	24	40	0.8511083558832787	0.8320786802790929
2	5	24	41	0.81527353437472	0.7881906650903917
2	5	24	42	0.7801010003053878	0.7680512685299866
2	5	24	43	0.7028188602664577	0.6704589627237129
2	5	24	44	0.8282545916553946	0.8020179821442246
2	5	24	45	0.8755430845753334	0.838715092230729
2	5	24	46	0.7774148058426252	0.7863158855202376
2	5	24	47	0.7797709044862147	0.7735292574949628
2	5	24	48	0.7400186127100673	0.7275056152227672
2	5	24	49	0.8118226081950523	0.7742235165744016
2	5	24	50	0.8036007399827466	0.7722344748444903
2	5	25	26	0.607041337211613	0.6744254852203143
2	5	25	27	0.7017963548549478	0.6541358199378972
2	5	25	28	0.7339985799615422	0.6896654653768687
2	5	25	29	0.8925263920910249	0.7972093216873537
2	5	25	30	0.6237802522657068	0.6710648640140604
2	5	25	31	0.9030543426410591	0.8250052066999795
2	5	25	32	0.6816197391102558	0.6357234121642077
2	5	25	33	0.8945202843985	0.7923941552198097
2	5	25	34	0.7608734503682267	0.7213288828369377
2	5	25	35	0.7492565536535298	0.7531512305261077
2	5	25	36	0.9231062746883846	0.845292857185837
2	5	25	37	0.6493422370863425	0.6719719873614698
2	5	25	38	0.6909610216756686	0.6491162296812949
2	5	25	39	0.9667353326284173	0.9379911232178438
2	5	25	40	0.8391976184475141	0.7932691315524172
2	5	25	41	0.756349413483876	0.7085442529019541
2	5	25	42	0.888394288547881	0.8526785035554548
2	5	25	43	0.9171857285137344	0.8252564598565779
2	5	25	44	0.7452440617195527	0.6702684216914315
2	5	25	45	0.6931876284916223	0.6456473489463884
2	5	25	46	0.9199660916619843	0.8510838836859105
2	5	25	47	0.9098735656020553	0.8205559267365109
2	5	25	48	0.8905097312565191	0.8156851938006549
2	5	25	49	0.7381405878388131	0.7348158117493075
2	5	25	50	0.7585725506837077	0.6878195346244724
2	5	26	27	0.679572935329608	0.7171760124554014
2	5	26	28	0.6386734801607693	0.6837881608436189
2	5	26	29	0.573910891018472	0.6386396053338871
2	5	26	30	0.5754524412633103	0.6680199086200432
2	5	26	31	0.5621145071987514	0.6173053661027633
2	5	26	32	0.6115373042770877	0.658234654871106
2	5	26	33	0.6493195817400162	0.709890062601984
2	5	26	34	0.6377754910755268	0.701954600095784
2	5	26	35	0.6132808522847885	0.6795446984120671
2	5	26	36	0.5870498677528742	0.6391147460467125
2	5	26	37	0.6997590048352164	0.7580147782134924
2	5	26	38	0.5955361676808938	0.6511541969234347
2	5	26	39	0.6175270724432693	0.6861668365604902
2	5	26	40	0.5791608665819057	0.6680272826968637
2	5	26	41	0.6221673638856161	0.680603399537332
2	5	26	42	0.6009936111631276	0.6631458223847453
2	5	26	43	0.6407440446419426	0.7276327860194324
2	5	26	44	0.6089744226590147	0.6565395807191394
2	5	26	45	0.6204664268294674	0.6735866224218641
2	5	26	46	0.5922279825293945	0.6625161605461686
2	5	26	47	0.5862906581957739	0.6505576705148906
2	5	26	48	0.6821638099455608	0.7316859222873308
2	5	26	49	0.5855571717868684	0.660607812653562
2	5	26	50	0.6864658955801334	0.7456621761095507
2	5	27	28	0.8889866649388334	0.842568683762967
2	5	27	29	0.7346131813089061	0.7115829738600898
2	5	27	30	0.6610594526867718	0.6660878245816798
2	5	27	31	0.7368824986766801	0.707839824222338
2	5	27	32	0.897475611111753	0.8738910721668286
2	5	27	33	0.7498843298906586	0.7183640138946167
2	5	27	34	0.9030960272361904	0.8711268754552509
2	5	27	35	0.8536202869891683	0.8226816651841182
2	5	27	36	0.7174978631191173	0.6794451679500964
2	5	27	37	0.8453168023857781	0.8317284097835214
2	5	27	38	0.8790391106457509	0.8549514322870555
2	5	27	39	0.7197914745194727	0.6841971392947549
2	5	27	40	0.7634137289824207	0.7528200369210901
2	5	27	41	0.8425279840067981	0.785012740258631
2	5	27	42	0.7269275837305104	0.6700775348208976
2	5	27	43	0.7160829620263016	0.6833926874189211
2	5	27	44	0.8635237204662677	0.8197341190767294
2	5	27	45	0.8965908682661194	0.8582443442425216
2	5	27	46	0.7292931232600259	0.7102422922244007
2	5	27	47	0.748372945319962	0.7412628224561726
2	5	27	48	0.7973832861543296	0.7675598440424188
2	5	27	49	0.7667239319841276	0.7211944544442872
2	5	27	50	0.8690258665816749	0.8279279322775257
2	5	28	29	0.7609289734266128	0.7475666640488141
2	5	28	30	0.6691828975132305	0.6794446787821772
2	5	28	31	0.7604445922535807	0.7331174045129915
2	5	28	32	0.8940939389997407	0.8478181773023981
2	5	28	33	0.7693167295914558	0.7377061687822956
2	5	28	34	0.9348871668369495	0.9080166923064269
2	5	28	35	0.8829519787719776	0.8553334126937765
2	5	28	36	0.7448390849659422	0.7191014377226438
2	5	28	37	0.8006158217936711	0.7800519105344212
2	5	28	38	0.8833056479137751	0.8441045260174559
2	5	28	39	0.7295252922069184	0.6826302877188736
2	5	28	40	0.7939778739097431	0.7721400668348078
2	5	28	41	0.863098558555864	0.8213721953180871
2	5	28	42	0.7678162209151868	0.7279562645889347
2	5	28	43	0.715523597893727	0.6628976760448351
2	5	28	44	0.8801301281532855	0.8478847372652684
2	5	28	45	0.9195470193148721	0.8800543862139703
2	5	28	46	0.7444515989627942	0.7413452122611234
2	5	28	47	0.7718405174086397	0.7663749865630929
2	5	28	48	0.7898983531357474	0.7530608479213794
2	5	28	49	0.8072306361576339	0.7566373822828831
2	5	28	50	0.8537907996649724	0.7990013450804314
2	5	29	30	0.5999822842127329	0.6342521353440225
2	5	29	31	0.9597633342072547	0.9046880670590289
2	5	29	32	0.7355241065329354	0.7252834801570642
2	5	29	33	0.8906602224486099	0.8333681456790731
2	5	29	34	0.7851095363471499	0.7541786592380355
2	5	29	35	0.7364611572255559	0.7179687968644528
2	5	29	36	0.8964678250608875	0.8236533661211515
2	5	29	37	0.6211455594960433	0.6367313823744422
2	5	29	38	0.7345244300093228	0.7233244819021067
2	5	29	39	0.8720290138057495	0.7814667515220615
2	5	29	40	0.8276445443216942	0.7722380900594119
2	5	29	41	0.7847769585970616	0.77169268377004
2	5	29	42	0.8236779446015501	0.7623254448944408
2	5	29	43	0.8626776807189798	0.760280521990913
2	5	29	44	0.7739455552228826	0.7359167954262723
2	5	29	45	0.7501263336812151	0.7375429722202201
2	5	29	46	0.9372077922553659	0.8791508602443837
2	5	29	47	0.9661344287737993	0.9279213033689616
2	5	29	48	0.8654681287245958	0.8141587160607978
2	5	29	49	0.6874132393035205	0.6512028397907155
2	5	29	50	0.7578254431702941	0.7140542823906892
2	5	30	31	0.5836561826502837	0.6041031883319431
2	5	30	32	0.7047667358712739	0.7155121812826417
2	5	30	33	0.6435647838217071	0.6764299030015491
2	5	30	34	0.6544466855894712	0.6759858740805222
2	5	30	35	0.6477358482350755	0.6750784654462348
2	5	30	36	0.6202210802895377	0.6612722585430892
2	5	30	37	0.6517436850031477	0.683731227233684
2	5	30	38	0.6711896480453133	0.693340888105558
2	5	30	39	0.6244584352007643	0.6796733321507125
2	5	30	40	0.5891021297373847	0.6298628492335497
2	5	30	41	0.6585253548579159	0.6983461857846149
2	5	30	42	0.635292967599067	0.6841483457790389
2	5	30	43	0.6180696581827113	0.6696112582903346
2	5	30	44	0.6939745066755821	0.7183927650851883
2	5	30	45	0.7140449922959317	0.7304929182231922
2	5	30	46	0.5868379638347004	0.6197401680130163
2	5	30	47	0.6094869331301734	0.6445820608525985
2	5	30	48	0.6558011293376226	0.6878610049202335
2	5	30	49	0.666499700399874	0.7055143312885546
2	5	30	50	0.6375867697859352	0.6694155107498545
2	5	31	32	0.7333023235683439	0.7048767148748872
2	5	31	33	0.881109907016827	0.8038135780328313
2	5	31	34	0.7979896747259447	0.7565098376715561
2	5	31	35	0.7466241304220412	0.7212066143728881
2	5	31	36	0.9059850482837541	0.837559679152316
2	5	31	37	0.6231410627875127	0.6296696709461921
2	5	31	38	0.7331597027613759	0.7022127267403868
2	5	31	39	0.872264646881903	0.7835964120700472
2	5	31	40	0.8374274244699479	0.7772637716293849
2	5	31	41	0.7731170331067221	0.7422924295384395
2	5	31	42	0.8240913230369546	0.7648890623282203
2	5	31	43	0.8622943626177038	0.760150758106233
2	5	31	44	0.7673489795761773	0.7041270724908798
2	5	31	45	0.7376530553441016	0.7001068384088257
2	5	31	46	0.9372757214205417	0.886059404806387
2	5	31	47	0.9684633716991207	0.929008833307439
2	5	31	48	0.8530564538332169	0.7867056360698595
2	5	31	49	0.6762011713295413	0.6341506569728903
2	5	31	50	0.7550391221198053	0.6936400888343804
2	5	32	33	0.7287146727209622	0.7023261648425504
2	5	32	34	0.8731861085428342	0.8286961742817803
2	5	32	35	0.8611920285704262	0.8218887652706987
2	5	32	36	0.7077095476319956	0.6770298043846298
2	5	32	37	0.7881982442643232	0.7859215860206524
2	5	32	38	0.9115384977947747	0.9035603302975345
2	5	32	39	0.6835063077420948	0.6453538266783703
2	5	32	40	0.7355401332794997	0.7077076805833159
2	5	32	41	0.8236702014514226	0.78316447119247
2	5	32	42	0.7141806045234773	0.6692137000507838
2	5	32	43	0.6706364986620685	0.628502494124285
2	5	32	44	0.8695477136866271	0.8405991222209555
2	5	32	45	0.973516119192809	0.9572332868722873
2	5	32	46	0.7044107979172252	0.6802450436318611
2	5	32	47	0.7440428963602872	0.7416531473467185
2	5	32	48	0.7438919893165196	0.7193789513216702
2	5	32	49	0.7940321252823396	0.747261446014793
2	5	32	50	0.8038971721841185	0.7661392439174629
2	5	33	34	0.7825663810858564	0.7519536250248268
2	5	33	35	0.7086446070394863	0.69897474187327
2	5	33	36	0.8888127466704971	0.8217620054952148
2	5	33	37	0.6916020719142296	0.7065198962879404
2	5	33	38	0.7362485259242485	0.7180089522250366
2	5	33	39	0.875940978204498	0.7826792607361295
2	5	33	40	0.7975740618219334	0.7242176802181503
2	5	33	41	0.8055882114754357	0.7751326522394522
2	5	33	42	0.8449913217576946	0.8100105904652404
2	5	33	43	0.9035117261533442	0.800754582481779
2	5	33	44	0.7844921604791993	0.7208282131880331
2	5	33	45	0.7398564624121982	0.7160299892285095
2	5	33	46	0.8733897821704418	0.8099203264635244
2	5	33	47	0.8891675282533114	0.8500935147511396
2	5	33	48	0.9148622221380728	0.8600714845820039
2	5	33	49	0.6835693789522531	0.6460211483603882
2	5	33	50	0.794979699837526	0.7216925833495086
2	5	34	35	0.8715796654739106	0.8332483817007198
2	5	34	36	0.7721255710179397	0.7253606160065004
2	5	34	37	0.769047905575745	0.7675856820436007
2	5	34	38	0.8866303714851	0.8486116636603545
2	5	34	39	0.7522245476506381	0.704125956526188
2	5	34	40	0.8202361238337363	0.7952885640371943
2	5	34	41	0.890884930925783	0.8512683471141821
2	5	34	42	0.7901256329421154	0.7455485540563267
2	5	34	43	0.7470196461871172	0.702853146731449
2	5	34	44	0.883375745526414	0.8422296088549598
2	5	34	45	0.8843971164678823	0.8408855565768912
2	5	34	46	0.7761909314567624	0.750447368572715
2	5	34	47	0.8021500887634868	0.7714798403151009
2	5	34	48	0.8042463045279467	0.7711977786734165
2	5	34	49	0.7820825230385958	0.7345862991027093
2	5	34	50	0.8707805728341054	0.8287114636800119
2	5	35	36	0.7575504498802882	0.7598000384947946
2	5	35	37	0.7752605545048195	0.7847889432713203
2	5	35	38	0.8240401212355585	0.7918524473297324
2	5	35	39	0.7441634555394249	0.73785653486308
2	5	35	40	0.8272971274272086	0.8006983244863848
2	5	35	41	0.7986257682026734	0.7649766731812756
2	5	35	42	0.7826207863940399	0.7830762001702029
2	5	35	43	0.6972447018511138	0.668450588830564
2	5	35	44	0.7985593786403821	0.7646011846835783
2	5	35	45	0.8687168435198556	0.8244220327046661
2	5	35	46	0.7519203145570713	0.7512849423516272
2	5	35	47	0.7517114858853758	0.7389015098842147
2	5	35	48	0.732461108961116	0.7125077430897984
2	5	35	49	0.8083961749820909	0.7746270912968826
2	5	35	50	0.7962755706743345	0.7688301580019193
2	5	36	37	0.6455191696895073	0.664611382822214
2	5	36	38	0.7177105219351408	0.6953567465522823
2	5	36	39	0.9056262696617516	0.8221806011697074
2	5	36	40	0.821534994297584	0.7713380086812945
2	5	36	41	0.7765055548692402	0.7497444990106475
2	5	36	42	0.9057509495406938	0.8718008315672254
2	5	36	43	0.876502375818156	0.7580475946061098
2	5	36	44	0.7689997461863564	0.7170542506469004
2	5	36	45	0.7136576110529317	0.6692596228719431
2	5	36	46	0.9081526033586408	0.834490350127879
2	5	36	47	0.9255267204160187	0.867541290959346
2	5	36	48	0.8612281797733949	0.7710144610456258
2	5	36	49	0.709886448180912	0.6663888072898195
2	5	36	50	0.767008034339358	0.7079460247746896
2	5	37	38	0.7576506415813598	0.7736074178676188
2	5	37	39	0.6647078732015774	0.6886107155337327
2	5	37	40	0.6923509595959464	0.7284516404629577
2	5	37	41	0.7324513972523404	0.7022194006565053
2	5	37	42	0.6675252979738193	0.6801990985221142
2	5	37	43	0.6677304635328466	0.6975618052937073
2	5	37	44	0.7563272995879491	0.7440059784587144
2	5	37	45	0.7878175006616635	0.7734986711286617
2	5	37	46	0.6334285828064011	0.6593404653550315
2	5	37	47	0.6391366523626142	0.6722667625627237
2	5	37	48	0.733943152194804	0.7406858787492997
2	5	37	49	0.7252986631511996	0.7317468667157844
2	5	37	50	0.813667763034891	0.815858562544462
2	5	38	39	0.6924306963921302	0.6578010117109749
2	5	38	40	0.7445800934778437	0.72494194303331
2	5	38	41	0.8355375719216933	0.7977362008969964
2	5	38	42	0.7238611951267838	0.6832403598159275
2	5	38	43	0.6795024771967388	0.6406903420230349
2	5	38	44	0.8838566185682601	0.862542762439733
2	5	38	45	0.9097138998650197	0.8850970905208149
2	5	38	46	0.7149279531719533	0.6946248703425946
2	5	38	47	0.7545589458659218	0.7601536078013471
2	5	38	48	0.7552485583714957	0.7331733877704972
2	5	38	49	0.7974880480028195	0.7546727402554685
2	5	38	50	0.8150405223521577	0.7832835361385401
2	5	39	40	0.836475199430438	0.7865109936114089
2	5	39	41	0.7589782298747892	0.7135701542915399
2	5	39	42	0.9009905613718623	0.855078562413712
2	5	39	43	0.9158518756375427	0.8426239771294667
2	5	39	44	0.7484951978593648	0.6758551191318252
2	5	39	45	0.6957369613476904	0.6559737951746699
2	5	39	46	0.9073713844100681	0.8422648264579665
2	5	39	47	0.8894650063849752	0.8048384276916416
2	5	39	48	0.9170176512187206	0.8590019406014157
2	5	39	49	0.7517096299707383	0.7561000415147724
2	5	39	50	0.7760115111975209	0.7083951075291894
2	5	40	41	0.7735548638877751	0.7305391484010849
2	5	40	42	0.7802398112142455	0.7418599133158089
2	5	40	43	0.8087135286708483	0.7475971855258781
2	5	40	44	0.8090329475284612	0.7749451684081613
2	5	40	45	0.7456850860005845	0.7122089539979194
2	5	40	46	0.8439030794771548	0.8191270169161645
2	5	40	47	0.8421283162891153	0.7982386244621504
2	5	40	48	0.8155561297760526	0.771178571387111
2	5	40	49	0.7446579446591177	0.7185624704889202
2	5	40	50	0.8424532848312334	0.8242180985714093
2	5	41	42	0.8027009567953933	0.766703631001737
2	5	41	43	0.7406340580541626	0.688320440000991
2	5	41	44	0.8688334918716653	0.8149500807739344
2	5	41	45	0.8331834329631268	0.7889668725825533
2	5	41	46	0.7710331126945135	0.7574858869126476
2	5	41	47	0.7929432325353285	0.7833909871966019
2	5	41	48	0.8261546930342089	0.78252677901789
2	5	41	49	0.7485308102633675	0.6982081838273835
2	5	41	50	0.851539881364015	0.7793408241346496
2	5	42	43	0.8326082724957001	0.7485466252611946
2	5	42	44	0.7906051173668194	0.725690212276987
2	5	42	45	0.729133748497337	0.6826365795807424
2	5	42	46	0.8397139948355432	0.7746225512915129
2	5	42	47	0.8414584785535515	0.7854171988428831
2	5	42	48	0.8703473514691981	0.7987748436764204
2	5	42	49	0.7479129798003891	0.7138293302157337
2	5	42	50	0.7908844732915912	0.7168239565940577
2	5	43	44	0.7327487171560247	0.658906260167765
2	5	43	45	0.6815126066595469	0.6377228952918015
2	5	43	46	0.8988800810346153	0.8380750201836714
2	5	43	47	0.8784103587300263	0.7806811434159845
2	5	43	48	0.8856479094159064	0.8170209541224193
2	5	43	49	0.7249663245476027	0.7142686131021458
2	5	43	50	0.7834835377714441	0.7388514012196783
2	5	44	45	0.8800743930124985	0.8471643522620309
2	5	44	46	0.761299817861236	0.7178597455034593
2	5	44	47	0.7859437889593126	0.7495761146238292
2	5	44	48	0.8038216494715041	0.7425635608721056
2	5	44	49	0.769761691397911	0.7228789880204303
2	5	44	50	0.8770271514391277	0.8201368270694903
2	5	45	46	0.7143109103733574	0.6895961116836078
2	5	45	47	0.7479191402801263	0.7326490323678299
2	5	45	48	0.7564822923440929	0.730805616227458
2	5	45	49	0.8028536643634926	0.7517087923397419
2	5	45	50	0.8114046814435835	0.7566318302200267
2	5	46	47	0.9579285804852968	0.9160805557059198
2	5	46	48	0.871656781774161	0.8313009823763599
2	5	46	49	0.6882629533189389	0.6519420022675348
2	5	46	50	0.7676920817777407	0.7368151172968972
2	5	47	48	0.8778709905481946	0.8355358430135791
2	5	47	49	0.6879991325013598	0.651935351432455
2	5	47	50	0.7702331083057782	0.7343095595149746
2	5	48	49	0.7104090845760932	0.68180779774211
2	5	48	50	0.8493802161162144	0.7844049233786711
2	5	49	50	0.7685257972795257	0.7251852403514435
2	6	1	2	0.6041136754463573	0.6724610471102618
2	6	1	3	0.6070485691902938	0.6986939925524626
2	6	1	4	0.5502183392500651	0.6770943367652278
2	6	1	5	0.6170696996556672	0.6968547609403402
2	6	1	6	0.5964469378424778	0.6766707328815232
2	6	1	7	0.574742075373965	0.7039353740828845
2	6	1	8	0.625030313627885	0.7202502827695592
2	6	1	9	0.5968865646723951	0.6698070904343325
2	6	1	10	0.5296523856202523	0.6518813947444971
2	6	1	11	0.569132222774984	0.6193954561969264
2	6	1	12	0.6061309842628133	0.6906921908069452
2	6	1	13	0.6449731392619813	0.7210306009729412
2	6	1	14	0.5874835205150517	0.6858080819463669
2	6	1	15	0.6028455207966784	0.6551121775685298
2	6	1	16	0.5877842418106857	0.6899649598843214
2	6	1	17	0.613958477241917	0.6751430034428483
2	6	1	18	0.5572579794106602	0.6023159180163716
2	6	1	19	0.5324575845978913	0.6646643714954036
2	6	1	20	0.4864561812384348	0.6085031374861454
2	6	1	21	0.5179584649282905	0.622130169665799
2	6	1	22	0.6724124813297309	0.7777999975372742
2	6	1	23	0.6183615874661295	0.7068720861497314
2	6	1	24	0.6436325498311611	0.7196949364793807
2	6	1	25	0.6686594749155402	0.7596155529812622
2	6	1	26	0.6832352871549673	0.7440309728906087
2	6	1	27	0.6182423978691669	0.6910739066360262
2	6	1	28	0.6420740212618302	0.7167308567616771
2	6	1	29	0.6165367444222319	0.6946497809940222
2	6	1	30	0.6466169344984983	0.7205609388445506
2	6	1	31	0.5696994097075649	0.6723535216471223
2	6	1	32	0.4547095863782819	0.58612464047741
2	6	1	33	0.6149255498383733	0.689518558797088
2	6	1	34	0.5449340594639055	0.6640405200605585
2	6	1	35	0.716096215388244	0.7912638103689187
2	6	1	36	0.6220266912494354	0.7062163923849375
2	6	1	37	0.5934681467089729	0.7076389477295807
2	6	1	38	0.5870300419518858	0.6566207305234583
2	6	1	39	0.5982585052856452	0.7209295133032927
2	6	1	40	0.5553259515161011	0.6866930582737792
2	6	1	41	0.5921056929622879	0.6740547725798487
2	6	1	42	0.6131053372162532	0.7119337304801077
2	6	1	43	0.6737085383782387	0.7445504635129645
2	6	1	44	0.4524654003813227	0.5984026205585985
2	6	1	45	0.614850623551001	0.6820230415970948
2	6	1	46	0.6471238641818737	0.7281955858653923
2	6	1	47	0.5366600294187819	0.6645541269736788
2	6	1	48	0.623593947576586	0.7059607274389295
2	6	1	49	0.6360138825522944	0.7123614075713027
2	6	1	50	0.6216803825489584	0.6976164435075513
2	6	2	3	0.7927295781769816	0.7458002276946794
2	6	2	4	0.5435866103175694	0.6739277168889433
2	6	2	5	0.898331911322974	0.8607624107857101
2	6	2	6	0.8714651353400672	0.8128495563616932
2	6	2	7	0.5497123394514114	0.6568470552737496
2	6	2	8	0.8172581243291388	0.7902611421072563
2	6	2	9	0.8912421089821266	0.8238447246719346
2	6	2	10	0.6041716322335047	0.7191578178671785
2	6	2	11	0.8416821231972741	0.7530620541877033
2	6	2	12	0.8717103225015136	0.8114024378746814
2	6	2	13	0.8746537448429339	0.8262732921261158
2	6	2	14	0.6269725398105519	0.6993158168192332
2	6	2	15	0.8700724189494017	0.7906097803558007
2	6	2	16	0.5748377898534536	0.6252029051346627
2	6	2	17	0.9202511267108325	0.8635369222644526
2	6	2	18	0.8883373358984089	0.813506846124642
2	6	2	19	0.5625380695878066	0.6709906372912893
2	6	2	20	0.6107177891264964	0.7014562139772929
2	6	2	21	0.5811715713072723	0.673421700099169
2	6	2	22	0.8810442910165921	0.8069043514522227
2	6	2	23	0.9080339780907719	0.8835889259615658
2	6	2	24	0.922421044768232	0.8732275113270205
2	6	2	25	0.8650437779326022	0.7822811406356951
2	6	2	26	0.8614082625000439	0.8316387919119572
2	6	2	27	0.8549773434403376	0.8270485718508752
2	6	2	28	0.8923611454578623	0.8405109890537307
2	6	2	29	0.8884697040314077	0.832090845628862
2	6	2	30	0.6706268467608326	0.7122105048687186
2	6	2	31	0.6231028102295213	0.6637735927721946
2	6	2	32	0.5973607285232435	0.6972635350243503
2	6	2	33	0.845853427718026	0.7996956773228042
